position,strand,count_1,count_2,ratio,mt_freq_t1,mt_freq_t2,pop_freq_t1,pop_freq_t2,gene,D,W,nW
66,-/,0.921608856224458,0,0,2.30175289992093e-07,0,0.99999976982471,1,,551,0,0
158,b/b,47.9236605236718,25.1382334362986,0.524547439857638,1.19691150795889e-05,6.27836867235978e-06,0.99998803088492,0.999993721631328,,551,0.897773823517472,0.912600551375898
492,+/,0.921608856224458,0,0,2.30175289992093e-07,0,0.99999976982471,1,SP_0001,551,0,0
1703,b/b,353.897800790192,145.364567262074,0.410752954489971,8.83873113569639e-05,3.63053492792979e-05,0.999911612688643,0.999963694650721,,551,0.859023216519003,0.873209978397954
3159,-/-,812.859011189972,566.15673565229,0.696500534358934,0.000203014605773026,0.000141399781403581,0.999796985394227,0.999858600218596,,551,0.942686943765973,0.958255411463269
3212,b/b,302.287704841622,202.198834161532,0.668895330253244,7.54974951174067e-05,5.04999219298504e-05,0.999924502504883,0.99994950007807,SP_0004,551,0.936285172522828,0.951747915016796
3251,b/b,136.39811072122,126.784133852636,0.929515322332923,3.40659429188298e-05,3.16648159127711e-05,0.999965934057081,0.999968335184087,SP_0004,551,0.988419291514064,1.00474302858615
3410,-/,2.76482656867337,0,0,6.9052586997628e-07,0,0.99999930947413,1,SP_0004,551,0,0
3685,-/,5.52965313734675,0,0,1.38105173995256e-06,0,0.99999861894826,1,SP_0004,551,0,0
3819,b/b,44.237225098774,93.9951337183338,2.12479723826391,1.10484139196205e-05,2.34756393836061e-05,0.99998895158608,0.999976524360616,SP_0004,551,1.11941095669226,1.1378980201172
3823,b/b,251.599217749277,303.84473457787,1.20765373317121,6.28378541678415e-05,7.58863691702617e-05,0.999937162145832,0.99992411363083,SP_0004,551,1.02989556103697,1.04690427838436
3827,b/+,27.6482656867337,4.37186668457367,0.158124445638244,6.9052586997628e-06,1.09189020388866e-06,0.9999930947413,0.999998908109796,SP_0004,551,0.707786037316637,0.719475118332802
4263,b/,6.4512619935712,0,0,1.61122702994465e-06,0,0.99999838877297,1,,551,0,0
4419,+/,0.921608856224458,0,0,2.30175289992093e-07,0,0.99999976982471,1,SP_0005,551,0,0
4948,b/+,23.9618302618359,5.46483335571708,0.228064104285929,5.98455753979443e-06,1.36486275486082e-06,0.99999401544246,0.999998635137245,,551,0.765812076565025,0.778459457177482
5033,b/b,1.84321771244892,4.37186668457367,2.37186668457367,4.60350579984187e-07,1.09189020388866e-06,0.99999953964942,0.999998908109796,SP_0006,551,1.13683686337015,1.15561171551117
