position,strand,count_1,count_2,ratio,mt_freq_t1,mt_freq_t2,pop_freq_t1,pop_freq_t2,gene,D,W,nW
55,+/,2.05470181095114,0,0,5.08551289940347e-07,0,0.99999949144871,1,,681,0,0
142,b/b,243.48216459771,152.928619714996,0.628089617848065,6.02633278579311e-05,3.78507705645406e-05,0.999939736672142,0.999962149229435,,681,0.92870563459379,0.913517539187447
158,b/b,29.7931762587916,42.8589762258587,1.43855008454198,7.37399370413503e-06,1.06078592664955e-05,0.999992626006296,0.999989392140733,,681,1.05574241766959,1.03847675676822
812,+/,1.02735090547557,0,0,2.54275644970173e-07,0,0.999999745724355,1,SP_0001,681,0,0
1687,b/b,35.957281691645,44.8071115088523,1.2461206576487,8.89964757395607e-06,1.10900346876998e-05,0.999991100352426,0.999988909965312,,681,1.03372965653358,1.0168239933579
1703,b/b,211.634286527968,404.238071221167,1.91007836137055,5.23807828638557e-05,0.0001000513998999,0.999947619217136,0.9998999486001,,681,1.09920908879371,1.08123257191878
2889,-/,1.02735090547557,0,0,2.54275644970173e-07,0,0.999999745724355,1,SP_0003,681,0,0
2920,b/b,333.889044279561,248.387248581681,0.743921529733422,8.26395846153064e-05,6.14773662035532e-05,0.999917360415385,0.999938522633796,SP_0003,681,0.954650555847309,0.93903815598471
3159,-/-,808.525162609275,985.75645319475,1.21920318473888,0.000200114932591527,0.000243980763129396,0.999799885067408,0.999756019236871,,681,1.03038872286238,1.0135376974723
3212,+/,2.05470181095114,0,0,5.08551289940347e-07,0,0.99999949144871,1,SP_0004,681,0,0
3251,b/b,107.871845074935,165.591499054454,1.53507617246579,2.66989427218682e-05,4.09849108023688e-05,0.999973301057278,0.999959015089198,SP_0004,681,1.06569956850499,1.04827106789292
3410,b/b,570.179752538942,695.484296028707,1.21976322893228,0.000141122982958446,0.000172136625369949,0.999858877017042,0.99982786337463,SP_0004,681,1.03045709064684,1.01360494716681
