pos,fitness,ins_count,fitness_sd,fitness_se
55,0.918560618934197,2,0.0129195279883327,0.00913548585027946
142,0.896639881670616,2,0.0238686121613906,0.016877657516831
158,0.929440206680492,4,0.0756512179205076,0.0378256089602538
1687,1.00373155412453,2,0.0185155051283817,0.013092439233373
1703,0.955443969755088,6,0.112559682757338,0.0459522980608378
2889,0.840132456582809,2,0.37391778505064,0.264399801415562
2920,0.93046959192066,2,0.0121177795094422,0.00856856406404999
3156,0.923663186687628,3,0.119416055127063,0.068944891573173
3159,1.00719981333364,6,0.0527003944032235,0.0215148459218873
3212,0.993906871132154,4,0.0303635201650114,0.0151817600825057
3251,1.02650704823954,2,0.0307789717655715,0.0217640196533849
3410,1.0285471294297,2,0.0211314368076298,0.01494218226289
3788,0.88156133894452,2,0.109633143540047,0.077522339239965
3819,1.035177286731,2,0.145269054291675,0.1027207333862
3823,1.04475507243904,2,0.00303943619621162,0.00214920594532508
3827,0.882855235848557,6,0.128598710593068,0.052500203755477
4206,0.976509761857691,2,0.00811782945529294,0.00574017225635354
4265,0.263013724562304,2,0.371957576366272,0.263013724562304
4315,0.915119542207551,2,0.0990740485252919,0.070055931551839
4948,0.954587589326224,6,0.0956562603733341,0.0390515047695798
4970,0.972740014222922,3,0.067606109440937,0.0390324054845883
5058,1.03489790470817,4,0.0780209437712968,0.0390104718856484
5154,1.04823480747798,2,0.0686402814520567,0.0485360084773025
5300,0.744576633768095,2,0.101310404379408,0.0716372739414305
5358,0.901647915063267,2,0.015378016670846,0.010873899869155
5585,1.0389546828708,2,0.0106135440250573,0.00750490895253997
5625,0.949579526853443,2,0.0059576335595693,0.004212683089796
5653,0.988847165939061,2,0.0407323910059222,0.0288021498942295
5675,0.967236120722017,2,0.0344301591534174,0.0243457990147135
5719,0.848362276100672,2,0.0836616625404702,0.059157728907707
5794,0.954882460658485,5,0.0309811588496778,0.0138551954419197
5821,0.924906380122622,3,0.042850205066125,0.0247395774297579
5823,0.808860700172286,2,0.0597141905348925,0.042224309060288
5924,0.905969895071953,6,0.0976293996224065,0.0398570354948608
6075,0.983978761086587,6,0.0399548314816241,0.0163114916481448
6150,0.983087037420392,3,0.0717708494505099,0.04143691925022
6162,0.95425969593619,2,0.0629235730094848,0.0444936851714935
6180,0.904440801654558,2,0.18623342117497,0.131686914996392
6228,0.996789764863562,2,0.0374488398830564,0.0264803286288784
6302,0.959956273366417,2,0.0815598144791065,0.057671497890493
6317,0.841351171239841,2,0.00919954896961215,0.00650506346027047
6323,0.964837194489875,2,0.0209001350074334,0.0147786271914705
6430,0.921571446327179,2,0.013877590722023,0.00981293850607401
6444,0.971998114392377,2,0.0124993512340822,0.00883837601805199
6467,0.952227488221808,2,0.081708415351881,0.057776574575322
6597,1.02914009481818,3,0.0389863476792892,0.0225087783273579
6675,0.994803689603514,2,0.0134906328585326,0.00953931797676649
6677,0.955967338334184,2,0.0180304857348935,0.0127494787312305
6689,0.838790070357927,2,0.15386808756574,0.10880116812594
6863,0.936350095838741,2,0.00208674012474252,0.0014755480927795
6900,0.949206690966378,4,0.0448674571833006,0.0224337285916503
6982,1.06821191785463,5,0.114204988122182,0.0510740233621511
6993,0.817243060190546,1,,
7023,0.940191186139559,3,0.024211196129761,0.0139783406029204
7167,0.983826237042865,3,0.0254454354184007,0.0146909289884609
7278,1.00180570969388,2,0.0397609718436304,0.0281152528171985
7284,1.0916564502207,2,0.0521206417654861,0.03685485923217
7472,0.964908869750374,6,0.0502536821667704,0.0205159798340984
7547,1.01926727090705,2,0.0464398911463575,0.0328379619471545
7570,0.98808412309242,2,0.0377436640950683,0.02668880082845
7590,0.961648544912439,2,0.025993762692934,0.0183803658687275
7593,0.981311690090446,2,0.0373561374580217,0.026414778115504
7673,0.97658226971434,2,0.0362369886209303,0.0256234203836396
7909,1.01130261939162,4,0.0875579979695348,0.0437789989847674
7919,0.919943442533516,2,0.0102827896322066,0.007271030278448
7932,0.979816708426805,4,0.0506177906786544,0.0253088953393272
8026,0.917603963395328,6,0.0882407861931088,0.0360241501125239
8028,1.02751137052481,2,0.0310450706445547,0.0219521799751801
8105,1.00052321639387,2,0.0193376745156028,0.013673800782361
8147,0.98431740422505,6,0.0526826275917576,0.0215075926514794
8185,0.887893866836456,2,0.0200738361611778,0.0141943456739965
8370,0.99287552809776,5,0.0654359864225536,0.0292638627631166
8479,0.956205879175388,5,0.0457288955914083,0.0204505838156759
8497,1.0263424928739,5,0.0397098642594572,0.0177587911722871
8525,0.995668994177947,2,0.00831467793264166,0.00587936514955306
8529,0.918464862035664,2,0.00658569759063511,0.00465679142518199
8537,1.05703958332727,3,0.025158207458254,0.0145250978483514
8582,0.951906092572924,6,0.0627576286167606,0.0256206945963585
8612,0.996749511380765,2,0.0310649727011887,0.0219662528543855
8712,1.05222018672392,5,0.0655180894831757,0.029300580368059
8751,0.991909336682361,2,0.0636083627012233,0.0449779046062084
9118,0.795088426483507,2,0.0805167306177004,0.0569339262187465
9169,0.925358699139887,6,0.139944377170742,0.0571320527399854
9546,0.811653171614391,2,0.0235821497400472,0.016675097996144
9635,0.867673745396791,2,0.0537559006980863,0.0380111619124075
9759,0.851078060503096,2,0.0779870498708182,0.055145171808389
9819,0.846171328955555,2,0.0202999732413648,0.0143542487368745
9961,0.840002698197409,4,0.0867934540393538,0.0433967270196769
10013,0.73068482764305,2,0.0625358221571497,0.0442195039143965
10095,0.56642657271491,2,0.00366445787820746,0.00259116301505297
10151,0.366685155394915,3,0.327708652120124,0.189202678517323
10174,0.81033380788634,2,0.0685526833820508,0.0484740672879825
10461,0.544358911367742,3,0.471579617760162,0.27226661925817
10483,0.765062951423114,2,0.0181842814450026,0.012858228720766
11472,0.495117089612971,3,0.452918651043856,0.261492705101173
11975,0.686712910040933,2,0.266141303621205,0.188190320544382
11987,0.544070461950847,2,0.118623738442243,0.083879649862209
12018,0.926413916945739,2,0.052715948897501,0.0372758049421065
12097,0.915256565594026,2,0.207446811687689,0.146687047279893
12110,0.676817961133457,1,,
12149,0.537572407920267,1,,
