position,strand,count_1,count_2,ratio,mt_freq_t1,mt_freq_t2,pop_freq_t1,pop_freq_t2,gene,D,W,nW
55,+/,2.04317854727238,0,0,5.08551289940347e-07,0,0.99999949144871,1,,417,0,0
142,b/b,242.116657851778,8.81373901597787,0.036402860894328,6.02633278579311e-05,2.19375754104155e-06,0.999939736672142,0.999997806242459,,417,0.450839260291258,0.456527014969824
158,b/b,29.6260889354496,10.7723476861952,0.363610185254839,7.37399370413503e-06,2.68125921682856e-06,0.999992626006296,0.999997318740783,,417,0.832311892543144,0.842812277664396
812,+/,1.02158927363619,0,0,2.54275644970173e-07,0,0.999999745724355,1,SP_0001,417,0,0
1687,b/b,35.7556245772667,33.2963473936942,0.931219851068238,8.89964757395607e-06,8.28752848837918e-06,0.999991100352426,0.999991712471512,,417,0.98818838538376,1.00065529678061
1703,b/b,210.447390369056,468.107472181936,2.22434439011588,5.23807828638557e-05,0.000116512900513096,0.999947619217136,0.999883487099487,,417,1.13252501688831,1.14681286852581
2889,-/,1.02158927363619,0,0,2.54275644970173e-07,0,0.999999745724355,1,SP_0003,417,0,0
2920,b/b,332.016513931763,209.571127713252,0.631206939773855,8.26395846153064e-05,5.21626793092101e-05,0.999917360415385,0.999947837320691,SP_0003,417,0.923728975134746,0.935382671391491
3159,-/-,803.990758351684,804.008859124203,1.00002251365744,0.000200114932591527,0.000200119437910568,0.999799885067408,0.999799880562089,,417,1.00000373240319,1.01261970534194
3212,+/,2.04317854727238,0,0,5.08551289940347e-07,0,0.99999949144871,1,SP_0004,417,0,0
3251,b/b,107.2668737318,153.750780612058,1.43334820213444,2.66989427218682e-05,3.82688815492803e-05,0.999973301057278,0.999961731118451,SP_0004,417,1.05967515714162,1.07304394035029
3410,b/b,566.982046868087,1142.8481590718,2.01566904170017,0.000141122982958446,0.000284457227821721,0.999858877017042,0.999715542772178,SP_0004,417,1.11621103535597,1.13029307101212
3788,-/,1.02158927363619,0,0,2.54275644970173e-07,0,0.999999745724355,1,SP_0004,417,0,0
3819,b/,2.04317854727238,0,0,5.08551289940347e-07,0,0.99999949144871,1,SP_0004,417,0,0
3823,b/b,241.095068578141,542.534601650193,2.25029323432367,6.00090522129609e-05,0.000135037964193002,0.999939990947787,0.999864962035807,SP_0004,417,1.13444953860863,1.14876166986945
3827,b/b,373.901674150846,179.212693324883,0.479304335108652,9.30648860590835e-05,4.46064033345115e-05,0.999906935113941,0.999955393596666,SP_0004,417,0.878095214415368,0.889173198530574
4206,b/b,295.23930008086,246.78469244738,0.835880224549345,7.34856613963801e-05,6.14252111491633e-05,0.999926514338604,0.999938574788851,,417,0.970283592097416,0.982524617949785
4265,b/,22.4749640199962,0,0,5.59406418934382e-06,0,0.999994405935811,1,,417,0,0
4578,+/,1.02158927363619,0,0,2.54275644970173e-07,0,0.999999745724355,1,SP_0005,417,0,0
4948,+/+,28.6044996618134,8.81373901597787,0.308124215426991,7.11971805916486e-06,2.19375754104155e-06,0.999992880281941,0.999997806242459,,417,0.804866663271579,0.815020801415377
5058,b/b,264.591621871774,258.536344468684,0.977114629101808,6.58573920472749e-05,6.43502212038854e-05,0.999934142607953,0.999935649778796,SP_0006,417,0.996162360885015,1.00872987136552
