position,strand,count_1,count_2,ratio,mt_freq_t1,mt_freq_t2,pop_freq_t1,pop_freq_t2,gene,D,W,nW
66,-/,0.88688507232683,0,0,2.30175289992093e-07,0,0.99999976982471,1,,545,0,0
158,b/b,46.1180237609952,5.73093365293772,0.124266678959143,1.19691150795889e-05,1.48736218102031e-06,0.99998803088492,0.999998512637819,,545,0.669036138253801,0.678757535366403
492,+/,0.88688507232683,0,0,2.30175289992093e-07,0,0.99999976982471,1,SP_0001,545,0,0
1703,b/b,340.563867773503,301.447110144524,0.885141198669396,8.83873113569639e-05,7.82352507216681e-05,0.999911612688643,0.999921764749278,,545,0.980634469977581,0.994883531515332
3159,-/-,782.232633792264,930.703625237085,1.1898041388596,0.000203014605773026,0.000241547618197698,0.999796985394227,0.999758452381802,,545,1.02758835404451,1.0425196767142
3212,b/b,290.8983037232,386.264928208002,1.32783492809757,7.54974951174067e-05,0.000100248211000769,0.999924502504883,0.999899751788999,SP_0004,545,1.04500638783281,1.06019080239649
3251,b/b,131.258990704371,175.366569779894,1.33603472675533,3.40659429188298e-05,4.55132827392214e-05,0.999965934057081,0.999954486717261,SP_0004,545,1.04598125558906,1.06117983542132
3410,-/,2.66065521698049,0,0,6.9052586997628e-07,0,0.99999930947413,1,SP_0004,545,0,0
3685,-/,5.32131043396098,0,0,1.38105173995256e-06,0,0.99999861894826,1,SP_0004,545,0,0
3819,b/b,42.5704834716879,76.7945109493654,1.80393795622356,1.10484139196205e-05,1.99306532256721e-05,0.99998895158608,0.999980069346774,SP_0004,545,1.09363621650184,1.1095272444291
3823,b/b,242.119624745225,365.633567057426,1.51013602239873,6.28378541678415e-05,9.48937071490956e-05,0.999937162145832,0.999905106292851,SP_0004,545,1.06542578927281,1.08090690695737
3827,b/,26.6065521698049,0,0,6.9052586997628e-06,0,0.9999930947413,1,SP_0004,545,0,0
4263,b/,6.20819550628781,0,0,1.61122702994465e-06,0,0.99999838877297,1,,545,0,0
4419,+/,0.88688507232683,0,0,2.30175289992093e-07,0,0.99999976982471,1,SP_0005,545,0,0
4948,b/+,23.0590118804976,2.29237346117509,0.0994133431673144,5.98455753979443e-06,5.94944872408123e-07,0.99999401544246,0.999999405055128,,545,0.633621515244347,0.642828321897356
5033,b/,1.77377014465366,0,0,4.60350579984187e-07,0,0.99999953964942,1,SP_0006,545,0,0
5058,b/b,436.347455584801,275.08481534101,0.630426078621994,0.00011324624267611,7.13933846889747e-05,0.999886753757324,0.999928606615311,SP_0006,545,0.926771329867687,0.94023773566414
5154,+/,0.88688507232683,0,0,2.30175289992093e-07,0,0.99999976982471,1,SP_0006,545,0,0
